gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MTFR2	0.8604573390509229	-0.0076544556196785005	0.027	0.029	1
MAPK8IP3	0.5323182628485873	-0.0076612449994762355	0.123	0.106	1
COL4A4	0.862739365305749	-0.007662357120584972	0.007	0.008	1
CD24	0.21133543377818179	-0.007671304915436744	0.033	0.018	1
TRMT112	0.8519463662640224	-0.007684287985137317	0.79	0.771	1
NUMB	0.7368411166200598	-0.007700200282756198	0.35	0.327	1
ABO	0.37897179334407793	-0.007700942756375026	0	0.003	1
TBPL2	0.37897179334407793	-0.007700942756375026	0	0.003	1
IGFBP6	0.6083703408215453	-0.007712357530491685	0.007	0.01	1
ARHGEF5	0.44764696737209014	-0.007719210525877735	0.003	0.008	1
KCNIP4	0.37897179334407793	-0.007724755372682445	0	0.003	1
TRAV5	0.37897179334407793	-0.007724755372682445	0	0.003	1
SSTR2	0.8741321287538413	-0.007734505137957232	0.017	0.018	1
H3C10	0.8203372684241297	-0.007749016610260978	0.053	0.057	1
TOGARAM2	0.44764696737209014	-0.007754817027939119	0.003	0.008	1
GPR12	0.21232210415179126	-0.007773992632409103	0	0.005	1
RNF39	0.21232210415179126	-0.007779577679583595	0	0.005	1
TAF1D	0.8602161719323509	-0.00778246594804366	0.633	0.639	1
USP43	0.7132590841121688	-0.007790392780730184	0.003	0.005	1
AJM1	0.32732734147199904	-0.007792900153604523	0.03	0.018	1
RTL5	0.21232210415179126	-0.007815903175662157	0	0.005	1
PQBP1	0.6001682722743489	-0.007818923627964769	0.41	0.374	1
CLTCL1	0.37897179334407793	-0.007822313298290117	0	0.003	1
DES	0.37897179334407793	-0.007822313298290117	0	0.003	1
PHTF2	0.9482715862417712	-0.007834822485247361	0.183	0.187	1
NPIPB3	0.449412514090184	-0.007835255791328218	0.003	0.008	1
AKR1E2	0.37897179334407793	-0.00783621755806843	0	0.003	1
GABRP	0.37897179334407793	-0.00783621755806843	0	0.003	1
CDX2	0.37897179334407793	-0.007841136752934361	0	0.003	1
CCDC114	0.7677004418469054	-0.007848239092063699	0.01	0.008	1
GPR141	0.7722949110876569	-0.007857315937207524	0.02	0.023	1
C2orf91	0.37897179334407793	-0.007864174897023393	0	0.003	1
TRAV17	0.21232210415179126	-0.007868919780761648	0	0.005	1
CASP1	0.8264245321218806	-0.007893163246984636	0.097	0.091	1
CEP164	0.1390722177197431	-0.00790766926487041	0.243	0.184	1
HAL	0.21232210415179126	-0.007938578602694828	0	0.005	1
SASH1	0.21232210415179126	-0.007955372975986665	0	0.005	1
FAM3A	0.9939272087689611	-0.007964483316700577	0.177	0.177	1
TBC1D31	0.35372883843701297	-0.007968832338631021	0.09	0.07	1
PLCD4	0.7157982990331023	-0.00800501335065431	0.003	0.005	1
FRMD5	0.21232210415179126	-0.008013225674343566	0	0.005	1
S1PR2	0.7621809610532024	-0.008029880542346428	0.01	0.008	1
SPIRE2	0.862739365305749	-0.008048708330922586	0.007	0.008	1
ECM2	0.2838806683836001	-0.008056547570510704	0.003	0.01	1
CCDC154	0.7157982990331023	-0.008072227170367265	0.003	0.005	1
DAGLB	0.6817183548846075	-0.008106954845833472	0.057	0.049	1
FAM76A	0.9588154189509396	-0.008148715098106385	0.17	0.171	1
DNAH7	0.7132590841121688	-0.008159889613652072	0.003	0.005	1
PRKRIP1	0.20057614041958075	-0.008181515976913856	0.29	0.239	1
VDAC3	0.3833240358154235	-0.00819688923783879	0.57	0.506	1
PRIMPOL	0.4002843724709898	-0.008210249917289747	0.11	0.088	1
ZNF202	0.5138419588120486	-0.008220097627096107	0.047	0.036	1
MX2	0.626444558926702	-0.008226160349974254	0.267	0.242	1
INTS1	0.09429447685575483	-0.008230054060100356	0.28	0.216	1
SMIM31	0.37897179334407793	-0.008239403545100638	0	0.003	1
SCGB3A1	0.21232210415179126	-0.008243919728212127	0	0.005	1
DERL1	0.4492217259289624	-0.008248523777710681	0.393	0.351	1
ENTPD3	0.732404493922207	-0.008260298527028198	0.013	0.01	1
SAMD10	0.9756014505902931	-0.008300881572130159	0.013	0.013	1
PI4KB	0.43233745755054626	-0.008305320793752846	0.22	0.19	1
ASB11	0.37897179334407793	-0.008319895730069754	0	0.003	1
IGLV2-8	0.37897179334407793	-0.008319895730069754	0	0.003	1
GPR1	0.37897179334407793	-0.008349556928532818	0	0.003	1
CREG2	0.37897179334407793	-0.008355141963826402	0	0.003	1
SLC10A1	0.37897179334407793	-0.008355141963826402	0	0.003	1
SPTBN5	0.37897179334407793	-0.008355141963826402	0	0.003	1
ST6GAL1	0.5225628098785536	-0.008362083745777515	0.27	0.242	1
CLEC4E	0.37897179334407793	-0.008368202814891569	0	0.003	1
FBXO24	0.37897179334407793	-0.008368202814891569	0	0.003	1
RHPN2	0.37897179334407793	-0.008368202814891569	0	0.003	1
NR2E3	0.7132590841121688	-0.008376937567417198	0.003	0.005	1
C1orf159	0.9434013835629645	-0.008384880382592386	0.04	0.039	1
SDR42E2	0.26626736489947445	-0.008385935383713503	0.023	0.039	1
NFU1	0.5705559774954593	-0.008388606186547853	0.223	0.203	1
S1PR5	0.3024313555583729	-0.008389129002584782	0.02	0.01	1
KLHDC8B	0.6236800125505854	-0.008401993563678004	0.013	0.018	1
PIGR	0.12614645841045558	-0.008410986779325568	0	0.008	1
FAM133B	0.2657071747395048	-0.008419029832248848	0.673	0.584	1
TMEM150B	0.21232210415179126	-0.008424024841700016	0	0.005	1
DRICH1	0.37897179334407793	-0.008441724490683531	0	0.003	1
OR4F17	0.37897179334407793	-0.008441724490683531	0	0.003	1
TSHZ3	0.8627943745783478	-0.008453041195719798	0.003	0.003	1
BHLHA15	0.37897179334407793	-0.00846843300307756	0	0.003	1
TMEM266	0.21232210415179126	-0.008472257054355751	0	0.005	1
EEF1AKMT3	0.7292590037300832	-0.008474964440369308	0.013	0.01	1
IL12A	0.37897179334407793	-0.008489537120443055	0	0.003	1
PLPP7	0.9572398754231823	-0.008500765845188007	0.01	0.01	1
PPP3CB	0.8303525753992899	-0.008541584509537459	0.27	0.275	1
ART4	0.37897179334407793	-0.008561302174438946	0	0.003	1
OR10K1	0.37897179334407793	-0.008561302174438946	0	0.003	1
SEC14L3	0.21232210415179126	-0.008570483398654096	0	0.005	1
CYP26A1	0.37897179334407793	-0.008575016052220432	0	0.003	1
POU6F1	0.37897179334407793	-0.008575016052220432	0	0.003	1
CRIP3	0.21232210415179126	-0.008582147045054065	0	0.005	1
WIPF3	0.21232210415179126	-0.008583340548226905	0	0.005	1
SDR42E1	0.21232210415179126	-0.008601661111710039	0	0.005	1
AQP10	0.37897179334407793	-0.008611472265124782	0	0.003	1
B3GNT9	0.6583315695828795	-0.008620446470442591	0.023	0.018	1
KL	0.44764696737209014	-0.008624636083790837	0.003	0.008	1
PEAK3	0.21232210415179126	-0.008631402709817848	0	0.005	1
DGKB	0.21232210415179126	-0.00863607213950764	0	0.005	1
NPY1R	0.37897179334407793	-0.008636280831033332	0	0.003	1
DOK1	0.5977167619583661	-0.008637879895914968	0.067	0.078	1
EXOC3L2	0.37897179334407793	-0.008644249789146803	0	0.003	1
LDHAL6A	0.8627943745783478	-0.008652519211210276	0.003	0.003	1
BATF	0.5167715307945626	-0.00867495257328793	0.063	0.052	1
POLE2	0.7797551541075816	-0.00868305952764685	0.043	0.039	1
CCDC38	0.37897179334407793	-0.008690358217514668	0	0.003	1
SLC30A2	0.37897179334407793	-0.008690358217514668	0	0.003	1
ZNF664	0.8612611676337376	-0.008698686479349627	0.123	0.127	1
MAOA	0.37897179334407793	-0.0087024675121171	0	0.003	1
TAS2R3	0.37897179334407793	-0.0087024675121171	0	0.003	1
THNSL2	0.37897179334407793	-0.0087024675121171	0	0.003	1
ADAMTS3	0.37897179334407793	-0.008712584399651016	0	0.003	1
RFTN2	0.37897179334407793	-0.008712584399651016	0	0.003	1
OVGP1	0.21232210415179126	-0.008715667540857302	0	0.005	1
HLX	0.7076504535245256	-0.008718792328871128	0.06	0.068	1
MRPL53	0.7214256792044937	-0.008733032547106001	0.063	0.07	1
LOXL3	0.449412514090184	-0.008765943735371491	0.003	0.008	1
ZNF76	0.2593340259473155	-0.008768685656254577	0.08	0.057	1
QRICH2	0.44764696737209014	-0.008772275957958868	0.003	0.008	1
DNAH6	0.48229678177071017	-0.008785673576974157	0.013	0.008	1
GLUD1	0.805628935150215	-0.008794877670790346	0.377	0.358	1
SGMS2	0.21232210415179126	-0.008800074677315821	0	0.005	1
RAPH1	0.449412514090184	-0.008801197131564357	0.003	0.008	1
NUDT5	0.3479745998995142	-0.008811011129019164	0.563	0.481	1
TOMM40L	0.6595910518779917	-0.008814768723847594	0.063	0.073	1
PLLP	0.7640194598825389	-0.008819779648374656	0.01	0.008	1
DCBLD2	0.5866635529278673	-0.00882519858331808	0.033	0.042	1
DHPS	0.5470605180201866	-0.0088253108392774	0.2	0.171	1
NID1	0.8627943745783478	-0.008827491754063591	0.003	0.003	1
HMCES	0.9411571433803976	-0.00885526678676235	0.18	0.177	1
OVOL1	0.37897179334407793	-0.00887561154004551	0	0.003	1
ZNF285	0.21232210415179126	-0.0088822985755917	0	0.005	1
MAMDC4	0.8822349162324035	-0.00888560681248693	0.017	0.018	1
TCEA3	0.110927417910618	-0.008886097957783112	0.077	0.047	1
SDE2	0.4259819957621506	-0.008897123230219184	0.323	0.278	1
SNCAIP	0.37897179334407793	-0.008903025186342313	0	0.003	1
NRIP3	0.42689803892076106	-0.008905142667021998	0.007	0.003	1
NEK10	0.449412514090184	-0.008917346242007426	0.003	0.008	1
REEP4	0.9989672125827542	-0.008930389997499955	0.073	0.073	1
PPP1R14C	0.21232210415179126	-0.008938696308154226	0	0.005	1
NCR3LG1	0.8032194621817155	-0.008967846477601448	0.007	0.005	1
PNMA3	0.41931264332714036	-0.008968140785576693	0.007	0.013	1
TRBV20-1	0.21232210415179126	-0.009018055200281034	0	0.005	1
TMEM53	0.5340900702430984	-0.009031203547248373	0.107	0.091	1
NR5A2	0.37897179334407793	-0.00904922454618433	0	0.003	1
TM4SF1	0.37897179334407793	-0.00904922454618433	0	0.003	1
KIAA0930	0.23971099511123342	-0.009054190118981897	0.45	0.382	1
HKDC1	0.21232210415179126	-0.009055446300518768	0	0.005	1
PMF1-BGLAP	0.7132590841121688	-0.00910334414183982	0.003	0.005	1
SACS	0.33402974639392463	-0.009112599969942514	0.38	0.33	1
SFRP4	0.37897179334407793	-0.00911304509086651	0	0.003	1
LEPR	0.8830019373045663	-0.009128542099740455	0.033	0.031	1
GPC6	0.37897179334407793	-0.009144178299355734	0	0.003	1
SPOUT1	0.37897179334407793	-0.009144178299355734	0	0.003	1
VWA8	0.5987136727975122	-0.009181852866843032	0.123	0.109	1
HORMAD1	0.21232210415179126	-0.00918638938889421	0	0.005	1
ZNF442	0.8077847143302073	-0.009189455121776073	0.007	0.005	1
SPEF2	0.8849386296535909	-0.009191957948567989	0.017	0.018	1
PCDHA9	0.37897179334407793	-0.009200305657857353	0	0.003	1
PLXNB3	0.21232210415179126	-0.009205071561895326	0	0.005	1
FAM167A	0.21232210415179126	-0.00920543977603468	0	0.005	1
CEP89	0.5725119397561641	-0.009213161700307393	0.133	0.117	1
TRBV2	0.37897179334407793	-0.009236590194566114	0	0.003	1
ZNF662	0.449412514090184	-0.009239713642035017	0.003	0.008	1
SALL2	0.7621809610532024	-0.009253175226890545	0.01	0.008	1
TRIM17	0.21232210415179126	-0.009257811392447692	0	0.005	1
MID1	0.21232210415179126	-0.009259596965082842	0	0.005	1
SERPINE2	0.9323820652894401	-0.009275887371805194	0.04	0.039	1
EPHB4	0.6198917824106743	-0.009289171750644941	0.013	0.018	1
DCN	0.21232210415179126	-0.009292480790803689	0	0.005	1
LRRN4CL	0.12614645841045558	-0.009298572319815249	0	0.008	1
SLCO2B1	0.8627943745783478	-0.009315698706234152	0.003	0.003	1
TNRC6B	0.8035105736491515	-0.009328868213255959	0.777	0.694	1
ACBD7	0.8055012595255608	-0.009333029479459383	0.007	0.005	1
ESRP2	0.21232210415179126	-0.009344176146839144	0	0.005	1
CDK12	0.7800845882588788	-0.009359553901478579	0.507	0.47	1
KLHL15	0.5030707094051952	-0.009361911548471935	0.137	0.117	1
MS4A2	0.8627943745783478	-0.00938022501330263	0.003	0.003	1
PLSCR4	0.12614645841045558	-0.009398087546593784	0	0.008	1
NEDD4	0.6860904621920625	-0.009417102976348152	0.077	0.068	1
IZUMO2	0.37897179334407793	-0.009422392263963303	0	0.003	1
PRDM12	0.37897179334407793	-0.009422392263963303	0	0.003	1
KCNJ5	0.21232210415179126	-0.009432452049837756	0	0.005	1
ALDH1L1	0.37897179334407793	-0.009436629217200728	0	0.003	1
AVPR1B	0.37897179334407793	-0.009436629217200728	0	0.003	1
ZFR2	0.21232210415179126	-0.009480631184920927	0	0.005	1
IGHV1-69D	0.21232210415179126	-0.009499883954512546	0	0.005	1
SV2C	0.8627943745783478	-0.00950818731788312	0.003	0.003	1
TRIM32	0.5829400889396892	-0.009525492855183532	0.033	0.026	1
SEMA6A	0.862739365305749	-0.00952551073699746	0.007	0.008	1
EPGN	0.12614645841045558	-0.009531507020608055	0	0.008	1
FAM171B	0.4167443260900931	-0.009533170774968486	0.007	0.013	1
FOXP3	0.37897179334407793	-0.009535078550199945	0	0.003	1
TSFM	0.7167230273618642	-0.009537081236696835	0.01	0.013	1
NOXO1	0.37897179334407793	-0.009556964961347222	0	0.003	1
RNF112	0.37897179334407793	-0.009556964961347222	0	0.003	1
SLC46A2	0.37897179334407793	-0.009556964961347222	0	0.003	1
HIRIP3	0.5799556030456123	-0.009565549385477934	0.24	0.218	1
TMEM241	0.5875268840155059	-0.009574852680500803	0.033	0.026	1
ATP6V1FNB	0.37897179334407793	-0.009607194387894862	0	0.003	1
PLEKHG6	0.21232210415179126	-0.009621440413054615	0	0.005	1
ATOH8	0.7132590841121688	-0.009621992644712337	0.003	0.005	1
HTRA4	0.7132590841121688	-0.009640945245389103	0.003	0.005	1
PTGER3	0.37897179334407793	-0.009655466047911152	0	0.003	1
ZNF79	0.6729179620827971	-0.009667491932113997	0.02	0.016	1
CATIP	0.21232210415179126	-0.009687876528739285	0	0.005	1
C12orf60	0.44588536970125175	-0.00970736979589339	0.003	0.008	1
CREB3L1	0.37897179334407793	-0.009713029070044621	0	0.003	1
SUSD2	0.37897179334407793	-0.009713029070044621	0	0.003	1
ZNF687	0.7002566134853232	-0.009717977827586044	0.073	0.065	1
C1R	0.6050000302399312	-0.009722072911643	0.007	0.01	1
LMOD2	0.37897179334407793	-0.009738271106208682	0	0.003	1
PIH1D2	0.2838806683836001	-0.009745796925481165	0.003	0.01	1
ACKR4	0.449412514090184	-0.009760177826007656	0.003	0.008	1
DGKE	0.999776459834603	-0.009803918259297273	0.197	0.197	1
CATSPERE	0.862739365305749	-0.009822923266929278	0.007	0.008	1
ARAP3	0.12614645841045558	-0.009844595946749206	0	0.008	1
CST1	0.21232210415179126	-0.009856664092749266	0	0.005	1
FBLN7	0.21232210415179126	-0.009860273805239357	0	0.005	1
NDUFAF7	0.9054759774784524	-0.009866148392578378	0.177	0.179	1
STKLD1	0.449412514090184	-0.00986783882830271	0.003	0.008	1
PARM1	0.21232210415179126	-0.009872085723129483	0	0.005	1
SLC6A9	0.7132590841121688	-0.009900559350047824	0.003	0.005	1
CXXC1	0.31664342245023447	-0.009913013418136662	0.237	0.197	1
BCKDK	0.32623728764574783	-0.009940715802065125	0.15	0.119	1
XPC	0.7370544342032157	-0.009942084957139885	0.27	0.275	1
IAPP	0.21232210415179126	-0.009967690911354672	0	0.005	1
GPR157	0.21232210415179126	-0.00998341351232873	0	0.005	1
PTGDR	0.2838806683836001	-0.009992183983835858	0.003	0.01	1
ATP7B	0.7157982990331023	-0.00999607725762069	0.003	0.005	1
IQCJ-SCHIP1	0.21232210415179126	-0.010050418341224485	0	0.005	1
ZNF134	0.2660757908528086	-0.010052921220517624	0.11	0.083	1
CNTN2	0.7132590841121688	-0.010077905342703596	0.003	0.005	1
CTDSP1	0.742684079601857	-0.010079110957810333	0.293	0.275	1
ZW10	0.9743572796386178	-0.010113670680593712	0.087	0.088	1
H3C13	0.21232210415179126	-0.01011824088100168	0	0.005	1
NHS	0.7132590841121688	-0.010127811692972478	0.003	0.005	1
TNFRSF11A	0.6746545825979013	-0.010153870512761592	0.057	0.065	1
AHRR	0.8627943745783478	-0.010173194916929307	0.003	0.003	1
C6orf223	0.21232210415179126	-0.010176825623399346	0	0.005	1
ATG9B	0.96919072282161145	-0.010193725964070144	0.027	0.026	1
GOLGA6L9	0.6050000302399312	-0.010231684182890766	0.007	0.01	1
CDYL2	0.9554559223185484	-0.0102389912292416	0.053	0.052	1
RAPSN	0.7132590841121688	-0.010266651838252226	0.003	0.005	1
KDM8	0.8274367184540216	-0.010285849509964341	0.023	0.021	1
IGHV3-33	0.37897179334407793	-0.010286272521899521	0	0.003	1
KCTD4	0.37897179334407793	-0.010286272521899521	0	0.003	1
FAM3B	0.2838806683836001	-0.010302504983791736	0.003	0.01	1
ZNF268	0.7970688827484792	-0.010318722098282912	0.05	0.055	1
GPRASP2	0.862739365305749	-0.010320023188432713	0.007	0.008	1
APEX1	0.5593836600525933	-0.010322874791154568	0.84	0.769	1
NCR1	0.7132590841121688	-0.010326674967101185	0.003	0.005	1
ALS2CL	0.37897179334407793	-0.010337349804427987	0	0.003	1
CORIN	0.37897179334407793	-0.010337349804427987	0	0.003	1
KLHL29	0.37897179334407793	-0.010337349804427987	0	0.003	1
LRIT3	0.37897179334407793	-0.010337349804427987	0	0.003	1
SOX8	0.37897179334407793	-0.010337349804427987	0	0.003	1
TRAV13-1	0.37897179334407793	-0.010337349804427987	0	0.003	1
TRBV5-1	0.37897179334407793	-0.010337349804427987	0	0.003	1
BPI	0.37897179334407793	-0.010351628085547574	0	0.003	1
SMTNL2	0.37897179334407793	-0.010351628085547574	0	0.003	1
OTUD6A	0.37897179334407793	-0.01035735044825661	0	0.003	1
SCRT1	0.37897179334407793	-0.01035735044825661	0	0.003	1
DCLRE1A	0.8352633804540949	-0.010374981624764322	0.023	0.026	1
HHLA2	0.37897179334407793	-0.010386057424617276	0	0.003	1
ACVRL1	0.37897179334407793	-0.010417819458404877	0	0.003	1
CDA	0.37897179334407793	-0.010417819458404877	0	0.003	1
CGN	0.37897179334407793	-0.010417819458404877	0	0.003	1
CYP27C1	0.21232210415179126	-0.01042333130295213	0	0.005	1
KAT2A	0.30243685170876217	-0.010423516212905382	0.12	0.094	1
ST8SIA5	0.7157982990331023	-0.010433059759976004	0.003	0.005	1
TRABD2A	0.43878906653219246	-0.010434793222855121	0.067	0.052	1
KISS1R	0.21232210415179126	-0.010448927875884367	0	0.005	1
C5	0.7313072621125916	-0.01046657097344457	0.033	0.029	1
FAM9B	0.37897179334407793	-0.010470214840553884	0	0.003	1
PLD1	0.12614645841045558	-0.010490296497092207	0	0.008	1
RIN1	0.2838806683836001	-0.010494469892348979	0.003	0.01	1
RAB7B	0.7677004418469054	-0.010497650821543345	0.01	0.008	1
NACC1	0.7163668497752916	-0.01050362817330977	0.073	0.081	1
H3C3	0.8273785487178447	-0.010505050015140877	0.023	0.026	1
C19orf44	0.9245275068565718	-0.010514557527083863	0.017	0.016	1
ASGR2	0.21232210415179126	-0.010544421370701008	0	0.005	1
DSC2	0.21232210415179126	-0.010544421370701008	0	0.005	1
PCBD2	0.4493027957619131	-0.010553836880584644	0.19	0.161	1
ZNF366	0.181201294667711	-0.010581820051803394	0.003	0.013	1
BRD7	0.609300539005756	-0.01059824564158407	0.613	0.553	1
ME3	0.4180273230251715	-0.01059975039093845	0.007	0.013	1
INCENP	0.5783149690676199	-0.010605390252364316	0.06	0.049	1
L1TD1	0.44764696737209014	-0.010609398580933394	0.003	0.008	1
DDX60L	0.1931585378131898	-0.010614625387836508	0.007	0.018	1
THRB	0.44764696737209014	-0.010625303495976143	0.003	0.008	1
PRSS48	0.7132590841121688	-0.010632566048139887	0.003	0.005	1
AMIGO1	0.449412514090184	-0.010632606416286996	0.003	0.008	1
H2BC12	0.726805454995242	-0.010636023431555203	0.063	0.07	1
C4orf3	0.4589868882373983	-0.01063944725047783	0.813	0.758	1
ABCA4	0.37897179334407793	-0.010645712145846978	0	0.003	1
TAS2R8	0.21232210415179126	-0.010654152447094787	0	0.005	1
CLN5	0.7241440961865919	-0.010670793935662837	0.243	0.229	1
XCL2	0.21232210415179126	-0.010696043021607924	0	0.005	1
NUDT4B	0.44764696737209014	-0.010703868511172086	0.003	0.008	1
PP2D1	0.37897179334407793	-0.010718795779492687	0	0.003	1
DOT1L	0.8575438635331671	-0.010729929092145984	0.123	0.127	1
ERCC8	0.31873437767759405	-0.010730389963730103	0.123	0.096	1
RPEL1	0.21232210415179126	-0.010753081860264111	0	0.005	1
ZC3H12D	0.5571818344827888	-0.010763877187551507	0.04	0.031	1
YPEL4	0.8585917053972619	-0.010828133609683249	0.007	0.008	1
BNC2	0.21232210415179126	-0.010838430725129812	0	0.005	1
SPDYA	0.9501218149014928	-0.010855121429620754	0.01	0.01	1
PCDH20	0.37897179334407793	-0.010858567483376465	0	0.003	1
SPON2	0.36693995821657494	-0.010889681753935898	0.147	0.122	1
OR5AU1	0.21232210415179126	-0.010890778616532103	0	0.005	1
DYNC1LI1	0.8536898655062846	-0.010917677340008924	0.397	0.387	1
ACBD5	0.4772300199163649	-0.010918852582501914	0.363	0.332	1
ADGRE1	0.181201294667711	-0.010940294790710441	0.003	0.013	1
RHEBL1	0.8585917053972619	-0.010940376593771655	0.007	0.008	1
TPPP3	0.21232210415179126	-0.010942984097997117	0	0.005	1
RBP7	0.21232210415179126	-0.010955716776541153	0	0.005	1
MYLIP	0.7950227385572118	-0.010956079421610032	0.21	0.197	1
PRRG2	0.5055844953123341	-0.01100320780860485	0.053	0.042	1
GREB1L	0.9724544302047232	-0.011004996946711872	0.013	0.013	1
GFRA2	0.21232210415179126	-0.011028638276138635	0	0.005	1
TLR9	0.449412514090184	-0.011033839120486204	0.003	0.008	1
OTUD4	0.3797196766494023	-0.011040967045052197	0.297	0.257	1
SYT15	0.3821841349628216	-0.011069824345647381	0.01	0.018	1
AGGF1	0.6676118189076715	-0.011095287919102192	0.14	0.153	1
AK4	0.42596488653312387	-0.011104255910047212	0.063	0.049	1
DIP2C	0.7132590841121688	-0.01110660299183516	0.003	0.005	1
PCSK7	0.2836043425687252	-0.01112346062368863	0.347	0.288	1
AKR7A3	0.21232210415179126	-0.011126926590914969	0	0.005	1
WNK2	0.37897179334407793	-0.011129470995009084	0	0.003	1
LRRC46	0.21232210415179126	-0.01114537143824214	0	0.005	1
ABCB6	0.37897179334407793	-0.01116927889387807	0	0.003	1
SHB	0.37897179334407793	-0.01116927889387807	0	0.003	1
NPB	0.21232210415179126	-0.011171366060758164	0	0.005	1
NEK4	0.44945331325159227	-0.011171789287709982	0.117	0.096	1
LAG3	0.282696335869475	-0.011185377981443461	0.003	0.01	1
TOE1	0.6838061668914073	-0.011187264641070893	0.113	0.101	1
RAB6B	0.7132590841121688	-0.011202837555741217	0.003	0.005	1
ADGRL1	0.8454252945069989	-0.011205210233544594	0.023	0.026	1
CMBL	0.37897179334407793	-0.011209372586241493	0	0.003	1
UBFD1	0.40007690823553327	-0.01121195557355087	0.233	0.2	1
SLC25A25	0.7410451094116071	-0.011213971875951162	0.05	0.044	1
SDCBP2	0.44764696737209014	-0.011236864684213196	0.003	0.008	1
KIAA0825	0.2868703386999092	-0.011250363717053007	0.02	0.034	1
FCAR	0.8606650549412546	-0.011253253669148446	0.007	0.008	1
RNF43	0.6454166428713511	-0.011277173208602304	0.053	0.062	1
FAM83G	0.7658592900607919	-0.011288030883206686	0.01	0.008	1
PLD2	0.6468831783079753	-0.01129103912349523	0.023	0.018	1
RASA4B	0.44764696737209014	-0.011318332783129013	0.003	0.008	1
TIGAR	0.9491631145775238	-0.011321300109312926	0.07	0.07	1
AP3M1	0.6899675467835706	-0.011341831850146589	0.25	0.236	1
PIP4P1	0.7821879197514185	-0.011342965618791001	0.233	0.221	1
IGLV7-43	0.37897179334407793	-0.011351996133216696	0	0.003	1
JCAD	0.37897179334407793	-0.011351996133216696	0	0.003	1
PRND	0.37897179334407793	-0.011351996133216696	0	0.003	1
MARVELD3	0.44764696737209014	-0.011353472009345129	0.003	0.008	1
GPC3	0.44764696737209014	-0.011362230092274179	0.003	0.008	1
C2orf16	0.37897179334407793	-0.011369217247102452	0	0.003	1
ZNF182	0.9610470859949144	-0.011382233522010343	0.09	0.088	1
LRRC2	0.21232210415179126	-0.011386657113732233	0	0.005	1
C3orf18	0.449412514090184	-0.011414408997457368	0.003	0.008	1
OR10H5	0.21232210415179126	-0.0114448890463657	0	0.005	1
RETREG2	0.5225400799182323	-0.011457128417613205	0.213	0.187	1
CORT	0.21232210415179126	-0.011459278179837468	0	0.005	1
ST8SIA6	0.12614645841045558	-0.011465681460014676	0	0.008	1
MUS81	0.5553519832674192	-0.011468877530646404	0.187	0.164	1
GFI1B	0.44764696737209014	-0.011516311764481143	0.003	0.008	1
FXYD6	0.37897179334407793	-0.0115514638349044	0	0.003	1
SV2B	0.37897179334407793	-0.0115514638349044	0	0.003	1
PRLHR	0.37897179334407793	-0.011569295934110128	0	0.003	1
GTF2E1	0.9488628286910955	-0.011569630502648143	0.067	0.068	1
CLDN20	0.37897179334407793	-0.011578232645451412	0	0.003	1
KYAT1	0.4661880232378634	-0.011587559481702973	0.013	0.021	1
JAM3	0.12614645841045558	-0.011588539663064919	0	0.008	1
CEACAM19	0.37897179334407793	-0.011590767261213795	0	0.003	1
P2RY8	0.7579630963444589	-0.011597150714328874	0.173	0.164	1
ATF7-NPFF	0.37897179334407793	-0.011610519442164019	0	0.003	1
PLEKHF1	0.3801469507116235	-0.011649493466385441	0.01	0.018	1
CHST6	0.2838806683836001	-0.01165344085378669	0.003	0.01	1
CSAD	0.4816724654001825	-0.011661171675909798	0.147	0.125	1
PLAC8L1	0.2838806683836001	-0.01167490584699675	0.003	0.01	1
AFG3L2	0.26315807451068496	-0.011680388681523546	0.367	0.312	1
TINCR	0.2875870572536944	-0.011694155738601632	0.007	0.016	1
PLCG1	0.8025246025986558	-0.011722341191397936	0.013	0.016	1
ANKRD24	0.7132590841121688	-0.011766304807369458	0.003	0.005	1
SH3TC2	0.7157982990331023	-0.011778635675620153	0.003	0.005	1
XCR1	0.21232210415179126	-0.011797316219367391	0	0.005	1
MTRNR2L4	0.862739365305749	-0.01181507905587803	0.007	0.008	1
NR6A1	0.282696335869475	-0.011828461205795629	0.003	0.01	1
ZNF155	0.52777393364701	-0.011833074866234437	0.01	0.016	1
RGPD2	0.7157982990331023	-0.011854710894996795	0.003	0.005	1
PDE8A	0.4430473065413138	-0.01186330477403666	0.067	0.052	1
SUN3	0.8055012595255608	-0.01187885653007626	0.007	0.005	1
FAT4	0.37897179334407793	-0.011896179455224453	0	0.003	1
MPDZ	0.37897179334407793	-0.011896179455224453	0	0.003	1
CMTM2	0.7132590841121688	-0.01190904568728626	0.003	0.005	1
STX1A	0.449412514090184	-0.011927173107034134	0.003	0.008	1
MEOX1	0.37897179334407793	-0.011934065965140662	0	0.003	1
PIANP	0.37897179334407793	-0.011934065965140662	0	0.003	1
SHROOM1	0.8077847143302073	-0.011950317123586759	0.007	0.005	1
TMEFF1	0.37897179334407793	-0.011956913926685036	0	0.003	1
CCR9	0.21232210415179126	-0.011959820814875389	0	0.005	1
FFAR2	0.12614645841045558	-0.01196088044849	0	0.008	1
NEDD4L	0.1199215404052628	-0.0119881014630486	0.1	0.065	1
TREM2	0.21232210415179126	-0.012044687001504715	0	0.005	1
ORC5	0.7067435409946481	-0.012061563258348701	0.07	0.078	1
NEDD1	0.7100383927369687	-0.01208719970817218	0.16	0.145	1
